cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,poisonous,Prediction,Confidence,Accuracy
Flat,Smooth,Red,No,Spicy,Free,Close,Narrow,Buff,Tapering,,Silky,Smooth,Pink,Pink,Partial,White,One,Evanescent,White,Several,Leaves,Poisonous,Poisonous,0.9994821397377052,Correct
Flat,Scaly,Red,No,Fishy,Free,Close,Narrow,Buff,Tapering,,Smooth,Smooth,White,Pink,Partial,White,One,Evanescent,White,Several,Leaves,Poisonous,Poisonous,0.9983587865266698,Correct
Convex,Smooth,Brown,No,Fishy,Free,Close,Narrow,Buff,Tapering,,Smooth,Smooth,Pink,Pink,Partial,White,One,Evanescent,White,Several,Paths,Poisonous,Poisonous,0.9994821397377052,Correct
Knobbed,Scaly,Brown,No,Fishy,Free,Close,Narrow,Buff,Tapering,,Silky,Silky,Pink,Pink,Partial,White,One,Evanescent,White,Several,Paths,Poisonous,Poisonous,0.9990206012761668,Correct
Convex,Scaly,Red,No,Spicy,Free,Close,Narrow,Buff,Tapering,,Silky,Silky,White,Pink,Partial,White,One,Evanescent,White,Several,Woods,Poisonous,Poisonous,0.9983587865266698,Correct
Convex,Smooth,Red,No,Foul,Free,Close,Narrow,Buff,Tapering,,Smooth,Smooth,White,Pink,Partial,White,One,Evanescent,White,Several,Leaves,Poisonous,Poisonous,0.9988203249882082,Correct
Convex,Smooth,Gray,No,None,Free,Crowded,Broad,White,Enlarging,,Silky,Smooth,White,White,Partial,White,Two,Pendant,White,Numerous,Grasses,Edible,Edible,0.9433392066449758,Correct
Knobbed,Scaly,Brown,No,Fishy,Free,Close,Narrow,Buff,Tapering,,Silky,Smooth,Pink,White,Partial,White,One,Evanescent,White,Several,Woods,Poisonous,Poisonous,0.9976174157562854,Correct
Convex,Smooth,Brown,No,Fishy,Free,Close,Narrow,Buff,Tapering,,Silky,Smooth,White,Pink,Partial,White,One,Evanescent,White,Several,Paths,Poisonous,Poisonous,0.9988203249882082,Correct
Flat,Smooth,Brown,No,Spicy,Free,Close,Narrow,Buff,Tapering,,Smooth,Silky,White,Pink,Partial,White,One,Evanescent,White,Several,Paths,Poisonous,Poisonous,0.9988203249882082,Correct
Flat,Smooth,Brown,No,Spicy,Free,Close,Narrow,Buff,Tapering,,Smooth,Smooth,White,Pink,Partial,White,One,Evanescent,White,Several,Paths,Poisonous,Poisonous,0.9988203249882082,Correct
Convex,Smooth,Red,No,Spicy,Free,Close,Narrow,Buff,Tapering,,Silky,Silky,White,White,Partial,White,One,Evanescent,White,Several,Paths,Poisonous,Poisonous,0.9974171394683268,Correct
Flat,Smooth,Red,No,Foul,Free,Close,Narrow,Buff,Tapering,,Smooth,Silky,Pink,White,Partial,White,One,Evanescent,White,Several,Leaves,Poisonous,Poisonous,0.9969378130766825,Correct
Flat,Scaly,Red,No,Foul,Free,Close,Narrow,Buff,Tapering,,Silky,Silky,White,White,Partial,White,One,Evanescent,White,Several,Leaves,Poisonous,Poisonous,0.9969556010067884,Correct
Flat,Scaly,Red,No,Foul,Free,Close,Narrow,Buff,Tapering,,Silky,Silky,White,Pink,Partial,White,One,Evanescent,White,Several,Paths,Poisonous,Poisonous,0.9983587865266698,Correct
Flat,Smooth,Brown,No,Foul,Free,Close,Narrow,Buff,Tapering,,Silky,Smooth,White,White,Partial,White,One,Evanescent,White,Several,Leaves,Poisonous,Poisonous,0.9974171394683268,Correct
Flat,Smooth,Red,No,Foul,Free,Close,Narrow,Buff,Tapering,,Smooth,Smooth,Pink,White,Partial,White,One,Evanescent,White,Several,Paths,Poisonous,Poisonous,0.9969378130766825,Correct
Convex,Smooth,Brown,No,Foul,Free,Close,Narrow,Buff,Tapering,,Silky,Smooth,White,Pink,Partial,White,One,Evanescent,White,Several,Paths,Poisonous,Poisonous,0.9988203249882082,Correct
Flat,Smooth,Red,No,Foul,Free,Close,Narrow,Buff,Tapering,,Silky,Silky,Pink,Pink,Partial,White,One,Evanescent,White,Several,Leaves,Poisonous,Poisonous,0.9994821397377052,Correct
Convex,Smooth,Red,No,Spicy,Free,Close,Narrow,Buff,Tapering,,Smooth,Smooth,White,White,Partial,White,One,Evanescent,White,Several,Paths,Poisonous,Poisonous,0.9962759983271855,Correct
Flat,Smooth,Red,No,Fishy,Free,Close,Narrow,Buff,Tapering,,Smooth,Smooth,White,Pink,Partial,White,One,Evanescent,White,Several,Woods,Poisonous,Poisonous,0.9988203249882082,Correct
Flat,Scaly,Red,No,Foul,Free,Close,Narrow,Buff,Tapering,,Silky,Smooth,White,White,Partial,White,One,Evanescent,White,Several,Paths,Poisonous,Poisonous,0.9969556010067884,Correct
Knobbed,Scaly,Red,No,Spicy,Free,Close,Narrow,Buff,Tapering,,Smooth,Smooth,Pink,White,Partial,White,One,Evanescent,White,Several,Paths,Poisonous,Poisonous,0.996476274615144,Correct
Flat,Smooth,Brown,No,Spicy,Free,Close,Narrow,Buff,Tapering,,Smooth,Smooth,White,White,Partial,White,One,Evanescent,White,Several,Paths,Poisonous,Poisonous,0.9962759983271855,Correct
Knobbed,Scaly,Red,No,Spicy,Free,Close,Narrow,Buff,Tapering,,Silky,Smooth,White,White,Partial,White,One,Evanescent,White,Several,Woods,Poisonous,Poisonous,0.9969556010067884,Correct
Flat,Smooth,Red,No,Fishy,Free,Close,Narrow,Buff,Tapering,,Silky,Silky,Pink,White,Partial,White,One,Evanescent,White,Several,Leaves,Poisonous,Poisonous,0.9980789542178238,Correct
Flat,Scaly,Red,No,Spicy,Free,Close,Narrow,Buff,Tapering,,Smooth,Silky,White,White,Partial,White,One,Evanescent,White,Several,Leaves,Poisonous,Poisonous,0.995814459865647,Correct
Flat,Smooth,Red,No,Foul,Free,Close,Narrow,Buff,Tapering,,Silky,Silky,Pink,White,Partial,White,One,Evanescent,White,Several,Leaves,Poisonous,Poisonous,0.9980789542178238,Correct
Bell,Smooth,Brown,No,None,Attached,Close,Broad,Brown,Enlarging,,Smooth,Smooth,Orange,Orange,Partial,Orange,One,Pendant,Orange,Clustered,Leaves,Edible,Edible,0.970457006531658,Correct
Convex,Smooth,Brown,No,Foul,Free,Close,Narrow,Buff,Tapering,,Smooth,Silky,White,White,Partial,White,One,Evanescent,White,Several,Woods,Poisonous,Poisonous,0.9962759983271855,Correct
Flat,Scaly,Red,No,Spicy,Free,Close,Narrow,Buff,Tapering,,Silky,Smooth,Pink,White,Partial,White,One,Evanescent,White,Several,Leaves,Poisonous,Poisonous,0.9976174157562854,Correct
Flat,Scaly,Brown,No,Spicy,Free,Close,Narrow,Buff,Tapering,,Silky,Silky,White,Pink,Partial,White,One,Evanescent,White,Several,Woods,Poisonous,Poisonous,0.9983587865266698,Correct
Flat,Smooth,Red,No,Foul,Free,Close,Narrow,Buff,Tapering,,Silky,Silky,Pink,White,Partial,White,One,Evanescent,White,Several,Woods,Poisonous,Poisonous,0.9980789542178238,Correct
Flat,Scaly,Brown,No,Foul,Free,Close,Narrow,Buff,Tapering,,Silky,Silky,White,White,Partial,White,One,Evanescent,White,Several,Paths,Poisonous,Poisonous,0.9969556010067884,Correct
Knobbed,Scaly,Brown,No,Musty,Free,Close,Broad,White,Enlarging,Club,Silky,Scaly,Cinnamon,Cinnamon,Partial,White,None,None,White,Clustered,Woods,Poisonous,Poisonous,0.8617317433960774,Correct
Convex,Smooth,Red,No,Foul,Free,Close,Narrow,Buff,Tapering,,Silky,Silky,White,White,Partial,White,One,Evanescent,White,Several,Paths,Poisonous,Poisonous,0.9974171394683268,Correct
Flat,Smooth,Red,No,Spicy,Free,Close,Narrow,Buff,Tapering,,Silky,Silky,White,White,Partial,White,One,Evanescent,White,Several,Leaves,Poisonous,Poisonous,0.9974171394683268,Correct
Knobbed,Scaly,Brown,No,Fishy,Free,Close,Narrow,Buff,Tapering,,Silky,Smooth,White,Pink,Partial,White,One,Evanescent,White,Several,Woods,Poisonous,Poisonous,0.9983587865266698,Correct
Flat,Smooth,Red,No,Foul,Free,Close,Narrow,Buff,Tapering,,Smooth,Smooth,White,Pink,Partial,White,One,Evanescent,White,Several,Paths,Poisonous,Poisonous,0.9988203249882082,Correct
Knobbed,Smooth,White,No,None,Free,Crowded,Broad,Gray,Enlarging,,Silky,Silky,White,White,Partial,White,Two,Pendant,White,Scattered,Grasses,Edible,Edible,0.9339965774827526,Correct
Flat,Scaly,Brown,No,Fishy,Free,Close,Narrow,Buff,Tapering,,Silky,Smooth,Pink,Pink,Partial,White,One,Evanescent,White,Several,Leaves,Poisonous,Poisonous,0.9990206012761668,Correct
Flat,Scaly,Brown,No,Fishy,Free,Close,Narrow,Buff,Tapering,,Smooth,Silky,Pink,White,Partial,White,One,Evanescent,White,Several,Woods,Poisonous,Poisonous,0.996476274615144,Correct
Flat,Scaly,Brown,No,Fishy,Free,Close,Narrow,Buff,Tapering,,Smooth,Smooth,Pink,White,Partial,White,One,Evanescent,White,Several,Paths,Poisonous,Poisonous,0.996476274615144,Correct
Flat,Smooth,Brown,No,Spicy,Free,Close,Narrow,Buff,Tapering,,Silky,Silky,White,Pink,Partial,White,One,Evanescent,White,Several,Woods,Poisonous,Poisonous,0.9988203249882082,Correct
Flat,Smooth,Brown,No,Fishy,Free,Close,Narrow,Buff,Tapering,,Smooth,Smooth,White,White,Partial,White,One,Evanescent,White,Several,Leaves,Poisonous,Poisonous,0.9962759983271855,Correct
Flat,Scaly,Red,No,Fishy,Free,Close,Narrow,Buff,Tapering,,Silky,Silky,Pink,White,Partial,White,One,Evanescent,White,Several,Paths,Poisonous,Poisonous,0.9976174157562854,Correct
Convex,Smooth,Red,No,Foul,Free,Close,Narrow,Buff,Tapering,,Silky,Smooth,White,Pink,Partial,White,One,Evanescent,White,Several,Woods,Poisonous,Poisonous,0.9988203249882082,Correct
Flat,Scaly,Brown,No,Foul,Free,Close,Narrow,Buff,Tapering,,Silky,Smooth,Pink,Pink,Partial,White,One,Evanescent,White,Several,Paths,Poisonous,Poisonous,0.9990206012761668,Correct
Convex,Smooth,Brown,No,Foul,Free,Close,Narrow,Buff,Tapering,,Smooth,Silky,Pink,Pink,Partial,White,One,Evanescent,White,Several,Paths,Poisonous,Poisonous,0.9994821397377052,Correct
Convex,Smooth,Red,No,Foul,Free,Close,Narrow,Buff,Tapering,,Smooth,Silky,Pink,Pink,Partial,White,One,Evanescent,White,Several,Leaves,Poisonous,Poisonous,0.9994821397377052,Correct
Convex,Smooth,Red,No,Fishy,Free,Close,Narrow,Buff,Tapering,,Smooth,Silky,White,White,Partial,White,One,Evanescent,White,Several,Leaves,Poisonous,Poisonous,0.9962759983271855,Correct
Flat,Scaly,Red,No,Fishy,Free,Close,Narrow,Buff,Tapering,,Silky,Silky,White,Pink,Partial,White,One,Evanescent,White,Several,Woods,Poisonous,Poisonous,0.9983587865266698,Correct
Convex,Smooth,Brown,No,Fishy,Free,Close,Narrow,Buff,Tapering,,Silky,Smooth,Pink,White,Partial,White,One,Evanescent,White,Several,Woods,Poisonous,Poisonous,0.9980789542178238,Correct
Convex,Smooth,Red,No,Spicy,Free,Close,Narrow,Buff,Tapering,,Smooth,Smooth,White,Pink,Partial,White,One,Evanescent,White,Several,Paths,Poisonous,Poisonous,0.9988203249882082,Correct
Flat,Smooth,Brown,No,Foul,Free,Close,Narrow,Buff,Tapering,,Silky,Smooth,Pink,White,Partial,White,One,Evanescent,White,Several,Leaves,Poisonous,Poisonous,0.9980789542178238,Correct
Convex,Smooth,Brown,No,Fishy,Free,Close,Narrow,Buff,Tapering,,Silky,Silky,Pink,White,Partial,White,One,Evanescent,White,Several,Leaves,Poisonous,Poisonous,0.9980789542178238,Correct
Flat,Scaly,Red,No,Fishy,Free,Close,Narrow,Buff,Tapering,,Silky,Smooth,White,Pink,Partial,White,One,Evanescent,White,Several,Woods,Poisonous,Poisonous,0.9983587865266698,Correct
Convex,Smooth,Brown,No,Foul,Free,Close,Narrow,Buff,Tapering,,Silky,Silky,White,Pink,Partial,White,One,Evanescent,White,Several,Woods,Poisonous,Poisonous,0.9988203249882082,Correct
Flat,Scaly,Red,No,Foul,Free,Close,Narrow,Buff,Tapering,,Silky,Silky,Pink,Pink,Partial,White,One,Evanescent,White,Several,Leaves,Poisonous,Poisonous,0.9990206012761668,Correct
Flat,Smooth,Red,No,Foul,Free,Close,Narrow,Buff,Tapering,,Silky,Smooth,White,White,Partial,White,One,Evanescent,White,Several,Paths,Poisonous,Poisonous,0.9974171394683268,Correct
Flat,Scaly,Brown,No,Foul,Free,Close,Narrow,Buff,Tapering,,Silky,Silky,Pink,Pink,Partial,White,One,Evanescent,White,Several,Leaves,Poisonous,Poisonous,0.9990206012761668,Correct
Flat,Scaly,Brown,No,Fishy,Free,Close,Narrow,Buff,Tapering,,Smooth,Smooth,White,White,Partial,White,One,Evanescent,White,Several,Woods,Poisonous,Poisonous,0.995814459865647,Correct
Convex,Scaly,Red,No,Foul,Free,Close,Narrow,Buff,Tapering,,Silky,Silky,Pink,White,Partial,White,One,Evanescent,White,Several,Woods,Poisonous,Poisonous,0.9976174157562854,Correct
Knobbed,Fibrous,Gray,No,None,Free,Crowded,Broad,White,Enlarging,,Silky,Silky,White,White,Partial,White,Two,Pendant,White,Numerous,Grasses,Edible,Edible,0.949684948966115,Correct
Convex,Smooth,Red,No,Fishy,Free,Close,Narrow,Buff,Tapering,,Smooth,Silky,Pink,Pink,Partial,White,One,Evanescent,White,Several,Woods,Poisonous,Poisonous,0.9994821397377052,Correct
Knobbed,Scaly,Brown,No,Fishy,Free,Close,Narrow,Buff,Tapering,,Smooth,Silky,Pink,Pink,Partial,White,One,Evanescent,White,Several,Woods,Poisonous,Poisonous,0.9990206012761668,Correct
Knobbed,Scaly,Brown,No,Spicy,Free,Close,Narrow,Buff,Tapering,,Smooth,Silky,White,White,Partial,White,One,Evanescent,White,Several,Woods,Poisonous,Poisonous,0.995814459865647,Correct
Convex,Scaly,Red,No,Spicy,Free,Close,Narrow,Buff,Tapering,,Smooth,Smooth,Pink,Pink,Partial,White,One,Evanescent,White,Several,Paths,Poisonous,Poisonous,0.9990206012761668,Correct
Flat,Smooth,Red,No,Foul,Free,Close,Narrow,Buff,Tapering,,Silky,Smooth,White,Pink,Partial,White,One,Evanescent,White,Several,Leaves,Poisonous,Poisonous,0.9988203249882082,Correct
Flat,Smooth,Brown,No,Spicy,Free,Close,Narrow,Buff,Tapering,,Silky,Smooth,Pink,Pink,Partial,White,One,Evanescent,White,Several,Leaves,Poisonous,Poisonous,0.9994821397377052,Correct
Flat,Smooth,Red,No,Spicy,Free,Close,Narrow,Buff,Tapering,,Smooth,Silky,White,White,Partial,White,One,Evanescent,White,Several,Paths,Poisonous,Poisonous,0.9962759983271855,Correct
Convex,Smooth,Red,No,Foul,Free,Close,Narrow,Buff,Tapering,,Silky,Smooth,White,White,Partial,White,One,Evanescent,White,Several,Paths,Poisonous,Poisonous,0.9974171394683268,Correct
Flat,Smooth,Brown,No,Spicy,Free,Close,Narrow,Buff,Tapering,,Smooth,Smooth,Pink,White,Partial,White,One,Evanescent,White,Several,Woods,Poisonous,Poisonous,0.9969378130766825,Correct
Flat,Scaly,Red,No,Spicy,Free,Close,Narrow,Buff,Tapering,,Smooth,Silky,Pink,Pink,Partial,White,One,Evanescent,White,Several,Paths,Poisonous,Poisonous,0.9990206012761668,Correct
Convex,Smooth,Brown,No,Spicy,Free,Close,Narrow,Buff,Tapering,,Smooth,Silky,Pink,White,Partial,White,One,Evanescent,White,Several,Leaves,Poisonous,Poisonous,0.9969378130766825,Correct
Convex,Scaly,Red,No,Foul,Free,Close,Narrow,Buff,Tapering,,Smooth,Silky,Pink,Pink,Partial,White,One,Evanescent,White,Several,Paths,Poisonous,Poisonous,0.9990206012761668,Correct
Flat,Smooth,Red,No,Fishy,Free,Close,Narrow,Buff,Tapering,,Silky,Smooth,Pink,Pink,Partial,White,One,Evanescent,White,Several,Paths,Poisonous,Poisonous,0.9994821397377052,Correct
Convex,Smooth,Brown,No,Fishy,Free,Close,Narrow,Buff,Tapering,,Silky,Silky,Pink,Pink,Partial,White,One,Evanescent,White,Several,Woods,Poisonous,Poisonous,0.9994821397377052,Correct
Flat,Smooth,Brown,No,Foul,Free,Close,Narrow,Buff,Tapering,,Silky,Smooth,Pink,White,Partial,White,One,Evanescent,White,Several,Paths,Poisonous,Poisonous,0.9980789542178238,Correct
Convex,Smooth,Brown,No,None,Attached,Close,Broad,Brown,Enlarging,,Smooth,Smooth,Orange,Orange,Partial,Orange,One,Pendant,Yellow,Several,Leaves,Edible,Edible,0.9092936137932733,Correct
Knobbed,Smooth,Brown,No,Fishy,Free,Close,Narrow,Buff,Tapering,,Silky,Silky,White,Pink,Partial,White,One,Evanescent,White,Several,Paths,Poisonous,Poisonous,0.9988203249882082,Correct
Flat,Smooth,Brown,No,Fishy,Free,Close,Narrow,Buff,Tapering,,Smooth,Smooth,Pink,White,Partial,White,One,Evanescent,White,Several,Leaves,Poisonous,Poisonous,0.9969378130766825,Correct
Knobbed,Scaly,Red,No,Foul,Free,Close,Narrow,Buff,Tapering,,Silky,Smooth,White,White,Partial,White,One,Evanescent,White,Several,Paths,Poisonous,Poisonous,0.9969556010067884,Correct
Convex,Scaly,Cinnamon,Bruises,None,Free,Close,Broad,White,Enlarging,Bulbous,Smooth,Smooth,White,White,Partial,White,Two,Pendant,White,Solitary,Paths,Edible,Edible,0.7960443152221001,Correct
Bell,Smooth,Brown,No,None,Attached,Close,Broad,Brown,Enlarging,,Smooth,Smooth,Orange,Orange,Partial,Brown,One,Pendant,Yellow,Clustered,Leaves,Edible,Edible,0.964138910437653,Correct
Knobbed,Smooth,Gray,No,None,Free,Crowded,Broad,White,Enlarging,,Smooth,Silky,White,White,Partial,White,Two,Pendant,White,Numerous,Grasses,Edible,Edible,0.9457734947496778,Correct
Convex,Fibrous,Gray,No,None,Free,Crowded,Broad,Gray,Enlarging,,Smooth,Silky,White,White,Partial,White,Two,Pendant,White,Scattered,Grasses,Edible,Edible,0.9396637031594613,Correct
Convex,Smooth,Brown,No,Spicy,Free,Close,Narrow,Buff,Tapering,,Smooth,Silky,White,Pink,Partial,White,One,Evanescent,White,Several,Woods,Poisonous,Poisonous,0.9988203249882082,Correct
Knobbed,Scaly,Red,No,Foul,Free,Close,Narrow,Buff,Tapering,,Smooth,Smooth,White,White,Partial,White,One,Evanescent,White,Several,Paths,Poisonous,Poisonous,0.995814459865647,Correct
Convex,Smooth,Brown,No,None,Attached,Close,Broad,Orange,Enlarging,,Smooth,Smooth,Orange,Orange,Partial,Brown,One,Pendant,Orange,Clustered,Leaves,Edible,Edible,0.970457006531658,Correct
Knobbed,Smooth,Red,No,Spicy,Free,Close,Narrow,Buff,Tapering,,Silky,Silky,White,White,Partial,White,One,Evanescent,White,Several,Woods,Poisonous,Poisonous,0.9974171394683268,Correct
Bell,Scaly,Yellow,No,None,Free,Crowded,Narrow,Yellow,Enlarging,Club,Scaly,Scaly,Yellow,Yellow,Partial,Yellow,One,Evanescent,White,Clustered,Leaves,Poisonous,Poisonous,0.735480784540858,Correct
Convex,Smooth,Red,No,Foul,Free,Close,Narrow,Buff,Tapering,,Silky,Smooth,White,White,Partial,White,One,Evanescent,White,Several,Woods,Poisonous,Poisonous,0.9974171394683268,Correct
Bell,Smooth,Gray,No,None,Free,Crowded,Broad,Gray,Enlarging,,Silky,Silky,White,White,Partial,White,Two,Pendant,White,Numerous,Grasses,Edible,Edible,0.930146061588468,Correct
Knobbed,Scaly,Red,No,Foul,Free,Close,Narrow,Buff,Tapering,,Smooth,Silky,White,Pink,Partial,White,One,Evanescent,White,Several,Paths,Poisonous,Poisonous,0.9983587865266698,Correct
Knobbed,Smooth,Red,No,Spicy,Free,Close,Narrow,Buff,Tapering,,Smooth,Silky,Pink,Pink,Partial,White,One,Evanescent,White,Several,Paths,Poisonous,Poisonous,0.9994821397377052,Correct
Flat,Smooth,Red,No,Spicy,Free,Close,Narrow,Buff,Tapering,,Silky,Silky,White,White,Partial,White,One,Evanescent,White,Several,Woods,Poisonous,Poisonous,0.9974171394683268,Correct
Flat,Scaly,Brown,No,Fishy,Free,Close,Narrow,Buff,Tapering,,Silky,Smooth,Pink,White,Partial,White,One,Evanescent,White,Several,Paths,Poisonous,Poisonous,0.9976174157562854,Correct
Flat,Smooth,Red,No,Spicy,Free,Close,Narrow,Buff,Tapering,,Silky,Silky,White,Pink,Partial,White,One,Evanescent,White,Several,Woods,Poisonous,Poisonous,0.9988203249882082,Correct
Knobbed,Fibrous,Gray,No,None,Free,Crowded,Broad,White,Enlarging,,Smooth,Silky,White,White,Partial,White,Two,Pendant,White,Scattered,Grasses,Edible,Edible,0.9411239525126751,Correct
Knobbed,Smooth,Brown,No,Spicy,Free,Close,Narrow,Buff,Tapering,,Smooth,Smooth,White,White,Partial,White,One,Evanescent,White,Several,Paths,Poisonous,Poisonous,0.9962759983271855,Correct
Knobbed,Smooth,Red,No,Fishy,Free,Close,Narrow,Buff,Tapering,,Silky,Smooth,Pink,Pink,Partial,White,One,Evanescent,White,Several,Woods,Poisonous,Poisonous,0.9994821397377052,Correct
Flat,Smooth,Red,No,Foul,Free,Close,Narrow,Buff,Tapering,,Silky,Smooth,White,White,Partial,White,One,Evanescent,White,Several,Leaves,Poisonous,Poisonous,0.9974171394683268,Correct
Bell,Fibrous,Gray,No,None,Free,Crowded,Broad,Pink,Enlarging,,Silky,Silky,White,White,Partial,White,Two,Pendant,White,Numerous,Grasses,Edible,Edible,0.9435403346540788,Correct
Flat,Scaly,Brown,No,Spicy,Free,Close,Narrow,Buff,Tapering,,Silky,Silky,White,White,Partial,White,One,Evanescent,White,Several,Woods,Poisonous,Poisonous,0.9969556010067884,Correct
Flat,Smooth,Brown,No,Fishy,Free,Close,Narrow,Buff,Tapering,,Smooth,Smooth,White,Pink,Partial,White,One,Evanescent,White,Several,Paths,Poisonous,Poisonous,0.9988203249882082,Correct
Flat,Smooth,Brown,No,None,Attached,Close,Broad,Orange,Enlarging,,Smooth,Smooth,Orange,Orange,Partial,Brown,One,Pendant,Brown,Clustered,Leaves,Edible,Edible,0.970457006531658,Correct
Convex,Scaly,Pink,Bruises,None,Free,Close,Broad,White,Enlarging,Bulbous,Smooth,Smooth,White,White,Partial,White,Two,Pendant,White,Solitary,Paths,Edible,Edible,0.781523918256298,Correct
Flat,Smooth,Brown,No,Fishy,Free,Close,Narrow,Buff,Tapering,,Silky,Silky,White,Pink,Partial,White,One,Evanescent,White,Several,Woods,Poisonous,Poisonous,0.9988203249882082,Correct
Knobbed,Scaly,Red,No,Fishy,Free,Close,Narrow,Buff,Tapering,,Silky,Silky,White,Pink,Partial,White,One,Evanescent,White,Several,Leaves,Poisonous,Poisonous,0.9983587865266698,Correct
Flat,Smooth,Brown,No,Spicy,Free,Close,Narrow,Buff,Tapering,,Smooth,Smooth,White,Pink,Partial,White,One,Evanescent,White,Several,Leaves,Poisonous,Poisonous,0.9988203249882082,Correct
Bell,Smooth,White,No,None,Free,Crowded,Broad,White,Enlarging,,Smooth,Silky,White,White,Partial,White,Two,Pendant,White,Numerous,Grasses,Edible,Edible,0.9361356385509388,Correct
Convex,Scaly,Red,No,Foul,Free,Close,Narrow,Buff,Tapering,,Silky,Silky,Pink,White,Partial,White,One,Evanescent,White,Several,Paths,Poisonous,Poisonous,0.9976174157562854,Correct
Flat,Scaly,Red,No,Fishy,Free,Close,Narrow,Buff,Tapering,,Silky,Smooth,Pink,Pink,Partial,White,One,Evanescent,White,Several,Leaves,Poisonous,Poisonous,0.9990206012761668,Correct
Flat,Smooth,Red,No,Fishy,Free,Close,Narrow,Buff,Tapering,,Silky,Smooth,White,Pink,Partial,White,One,Evanescent,White,Several,Leaves,Poisonous,Poisonous,0.9988203249882082,Correct
Knobbed,Scaly,Brown,No,Foul,Free,Close,Narrow,Buff,Tapering,,Smooth,Smooth,Pink,White,Partial,White,One,Evanescent,White,Several,Woods,Poisonous,Poisonous,0.996476274615144,Correct
Convex,Fibrous,White,No,None,Free,Crowded,Broad,Pink,Enlarging,,Smooth,Smooth,White,White,Partial,White,Two,Pendant,White,Scattered,Grasses,Edible,Edible,0.9356107393061143,Correct
Bell,Smooth,White,No,None,Free,Crowded,Broad,Pink,Enlarging,,Smooth,Smooth,White,White,Partial,White,Two,Pendant,White,Numerous,Grasses,Edible,Edible,0.9335160954966052,Correct
